,브랜드명,중분류업종,창업비용(단위:천원),본사업력(년),본사부채비율(%),수익성,공정성,성장성,안정성
3294,닭요리전문점시골촌,한식,88000,11,-274,1,3,1,1
3295,오이시라멘,일식,73290,15,2,5,3,2,2
3296,오반장,기타 외식,131700,13,238,4,3,3,4
3297,함바그또아부라소바,일식,123250,10,142,1,3,5,4
3298,힘난다버거,패스트푸드,99770,7,481,2,3,4,5
3299,삼청동샤브,한식,108908,3,-156,1,3,0,1
3300,2015청춘초밥,일식,90680,6,66,4,3,0,3
3301,치킨중앙상회,치킨,15950,4,-1521,4,3,4,1
3302,썸타는,주점,87150,17,820,4,3,1,5
3303,뼈해장국&사골부대찌개(뼈사부),한식,45500,5,2248,2,3,4,5
3304,오한수우육면가,중식,105100,13,14,5,3,5,2
3305,브이떡볶이126,분식,59750,15,976,3,3,3,5
3306,더몰트하우스,서양식,189750,3,471,4,3,0,5
3307,계탄집,한식,76570,7,329,2,3,2,5
3308,79황금소,기타 외식,110800,9,82,4,3,1,3
3309,삼육공,기타 외식,83100,10,461,4,3,5,5
3310,할로떡볶이,분식,60050,8,-685,1,3,0,1
3311,내림손삼계탕,한식,103200,13,3,2,3,1,2
3312,카리,기타 외국식,270100,11,18,4,3,4,2
3313,나나케이크,제과제빵,83850,7,80,4,3,4,3
3314,아메리칸피자,피자,67230,4,-239,1,3,0,1
3315,장스치킨,치킨,47650,9,-114,1,3,2,1
3316,일방통행,분식,94850,8,10,5,3,4,2
3317,하랑은상자초밥&모밀,기타 외식,86050,8,-401,4,3,4,1
3318,장인미역,한식,99550,3,17323,2,3,0,5
3319,도시수산시장,한식,151564,8,1472,1,3,2,5
3320,남기남,한식,88350,3,4,5,3,0,2
3321,대통삼,한식,95500,7,177,5,3,5,4
3322,순돌이네연탄집,주점,67650,16,122,4,3,2,3
3323,단지,한식,37510,16,297,4,3,4,4
3324,크레이지떡,분식,65900,17,-163,1,3,1,1
3325,호아센,기타 외국식,144700,21,3,2,3,1,2
3326,바른사나이뚝배기,한식,78000,6,-412,1,3,1,1
3327,진시앙,중식,205400,4,329,4,3,0,4
3328,배달킹안춘배,기타 외식,49500,10,18,2,3,1,2
3329,면장수,한식,112000,3,134,3,3,0,3
3330,임애리,한식,90250,8,4,1,3,4,2
3331,술이야바이바이브(술이야,주점,271931,4,-308,1,3,2,1
3332,하루덕,한식,275100,11,53,2,3,1,3
3333,베베로꽈배기,제과제빵,51700,9,150,2,3,1,4
3334,하영멘도롱,한식,126500,19,-337,3,3,3,1
3335,오마이양대창,한식,110600,14,53,3,3,3,3
3336,한잔하자,주점,111800,14,625,4,3,2,5
3337,한끼로,한식,45330,5,202,4,3,5,4
3338,브이떡볶이126,분식,58650,14,7,5,3,2,2
3339,배가족발,한식,104400,21,2,1,3,1,2
3340,국산특허마늘곱창막창,한식,44790,18,1,5,3,1,2
3341,게수작,한식,114400,8,151,4,3,5,4
3342,치킨커플,치킨,97700,8,-76,2,3,5,1
3343,태산부대찌개,한식,83400,6,5,5,3,5,2
3344,한끼야끼,한식,189300,8,167,2,3,3,4
3345,범벅치킨,치킨,64700,5,172,3,3,1,4
3346,맨날국수,한식,87800,13,1184,2,3,1,5
3347,큰가마솥할매순대국&양선지해장국,한식,69300,13,121,3,3,3,3
3348,프로메사,서양식,164830,12,338,3,3,3,5
3349,논현삼계탕,한식,79550,3,32,2,3,0,2
3350,순수시대,기타 외식,101350,8,238,4,3,5,4
3351,꼴닭,치킨,59298,12,402,3,3,1,5
3352,청담동미스홍켄터키하우스,치킨,130600,12,12,3,3,1,2
3353,사백집,한식,98500,9,180,4,3,5,4
3354,고우,주점,74810,10,94,2,3,2,3
3355,엉터리,한식,205800,12,28,3,3,2,2
3356,묵소,한식,186900,6,4026,5,3,1,5
3357,첨단한우국밥,한식,133150,7,233,4,3,4,4
3358,팔당육칼동동국수,한식,135100,7,105,3,3,2,3
3359,꿀딱,치킨,36770,11,450,3,3,4,5
3360,청춘닭꼬치,치킨,41820,6,-181,1,3,0,1
3361,쭈꾸미시스터즈,한식,101500,12,49,3,3,2,2
3362,심쿵다방,커피,63260,7,0,4,3,0,1
3363,아지양,기타 외식,96800,6,66,4,3,5,3
3364,강길도낙지마을,한식,151600,10,60,3,3,2,3
3365,최달포,한식,144890,12,82,3,3,3,3
3366,한냐마켓또,일식,220950,10,3309,3,3,1,5
3367,북깐,한식,135750,11,-114,1,3,1,1
3368,광부맥주,기타 외식,115200,8,138,1,3,3,3
3369,치킨런,치킨,39800,11,19,2,3,3,2
3370,아필코(APILCO),커피,236000,6,42,3,3,2,2
3371,만추,중식,184490,4,187,5,3,0,4
3372,천수통닭,치킨,106640,9,385,4,3,5,5
3373,달&달치킨,치킨,91100,13,-351,5,3,2,1
3374,팬스테이크키친,서양식,167800,6,74,5,3,4,3
3375,돈불식당,한식,66450,13,14,5,3,2,2
3376,꽃남연어집,일식,88000,8,56,4,3,2,2
3377,바다짬뽕,중식,110250,8,-473,1,3,0,1
3378,조조스커피클럽,커피,162550,10,-2126,1,3,1,1
3379,모두국밥,한식,80300,8,70,5,3,5,3
3380,갈비명가,한식,127820,6,508,2,3,1,5
3381,커핀플,기타 외식,72650,11,231,3,3,1,4
3382,치풍당당,치킨,40700,4,225,1,3,0,4
3383,비에프씨치킨(B.F.C치킨),치킨,25300,23,51,5,3,3,2
3384,오너찹쌀통닭,치킨,61000,10,-207,1,3,1,1
3385,락개그포차,주점,88900,11,-839,2,3,5,1
3386,핫또그,기타 외식,40483,8,-735,3,3,5,1
3387,타도삼겹,한식,112300,4,39,1,3,0,2
3388,야차이,주점,79560,8,-2461,4,3,5,1
3389,재성밀면,한식,89350,2,230,2,3,0,4
3390,베이리프커피(BAYLEEF,커피,146900,7,109,3,3,2,3
3391,선육후면,한식,95950,8,374,2,3,3,5
3392,천하제면소,분식,61940,12,2105,3,3,3,5
3393,뺵다방베이커리,제과제빵,244345,29,78,4,3,4,3
3394,길성이치킨,치킨,198120,18,175,2,3,2,4
3395,국제갈비,한식,129900,8,-188,1,3,4,1
3396,일일치킨(11CHICKEN),치킨,93600,4,3,4,3,0,2
3397,순수국밥,한식,71000,11,117,3,3,4,3
3398,덕소숯불고기,한식,166000,15,563,3,3,3,5
3399,양산도,한식,91700,4,30,3,3,5,2
3400,통뼈감자탕,한식,109150,14,239,3,3,4,4
3401,미향해장국,기타 외식,76500,11,3,5,3,4,2
3402,홍미단,분식,87150,4,-282,1,3,5,1
3403,바른빵집정제과,제과제빵,119824,12,1190,2,3,1,5
3404,남한강매운탕,한식,61720,9,55,5,3,4,3
3405,치폴레옹,기타 외식,53500,6,-266,2,3,1,1
3406,핫도그브라더스,패스트푸드,55800,7,1012,1,3,2,5
3407,수페부엌,서양식,133450,7,-506,1,3,3,1
3408,카페프런치,커피,77650,10,515,3,3,1,5
3409,맨하탄슈퍼(MANHATTAN,주점,69850,8,3794,2,3,1,5
3410,함스갈비집,기타 외식,120800,9,-382,2,3,4,1
3411,DELIGHT6(딜라잇식스),커피,66600,7,-163,1,3,2,1
3412,구석탱이,기타 외식,121500,8,-220,1,3,1,1
3413,루이스버거,패스트푸드,100100,12,124,3,3,4,3
3414,라팡(RAPANG),제과제빵,267500,8,-960,1,3,1,1
3415,연운당,커피,81860,6,10,5,3,4,2
3416,씨앗호떡,분식,54650,13,225,5,3,3,4
3417,비커피(BEE,커피,79770,4,-195,1,3,5,1
3418,강남콩,한식,69900,8,94,1,3,2,3
3419,이따르뜨,제과제빵,68600,11,-168,1,3,4,1
3420,삼미대포,기타 외식,62070,8,309,3,3,4,4
3421,루시카토캔디,기타 외식,47900,15,2212,1,3,2,5
3422,부야스곱창,한식,31669,11,57,3,3,1,3
3423,카카듀,커피,85960,11,55,3,3,2,2
3424,미스터탄둘,기타 외식,142590,9,484,4,3,4,5
3425,테이스트오브비엣,기타 외식,64000,5,-281,1,3,1,1
3426,맥썸,주점,72600,10,394,1,3,4,5
3427,칠백집,한식,82000,9,180,4,3,5,4
3428,장미빛찜닭,기타 외식,139200,8,89,5,3,2,3
3429,베비바나나,주점,90200,10,14,3,3,1,2
3430,봉대박파스타&찜닭,기타 외식,141600,10,-210,4,3,2,1
3431,아경면선,기타 외국식,57670,10,181,2,3,2,4
3432,로드샌드위치(LORD,분식,173900,16,7,1,3,3,2
3433,포샤인,기타 외국식,155150,11,15,1,3,4,2
3434,손가화덕,기타 외식,76700,8,-143,1,3,5,1
3435,포차매니아,주점,70300,16,196,2,3,2,4
3436,보통날,기타 외식,86950,8,2098,1,3,5,5
3437,순탄고기,한식,106650,7,420,1,3,2,5
3438,팬아시아(Pan,기타 외식,262970,7,191,4,3,4,4
3439,탕떡,분식,37630,9,569,1,3,5,5
3440,더조은갈비,한식,79200,4,50,4,3,4,2
3441,DOGHOUSESNACK(개집분식),분식,56000,8,-292,1,3,5,1
3442,삼시네끼,한식,71326,5,1,4,3,3,2
3443,육백더,한식,101670,3,4182,2,3,0,5
3444,레스까르고,제과제빵,27000,9,133,2,3,0,3
3445,데어리퀸(Dairy,패스트푸드,519643,3,775,2,3,0,5
3446,가제트,기타 외식,34450,3,1,4,3,0,2
3447,디디에스고프,기타 외식,68250,12,-259,5,3,2,1
3448,카페까마르도,커피,83200,15,-255,5,3,1,1
3449,카페예스플러스,기타 외식,78200,12,-1761,1,3,1,1
3450,영산강오리탕,한식,129300,10,282,3,3,2,4
3451,퍼스트플로어,기타 외식,191173,19,380,2,3,1,5
3452,부산칠칠집,한식,98150,10,136,4,3,5,3
3453,CN,기타 외식,41150,12,135,3,3,4,4
3454,리즈스테이크갤러리,기타 외식,98800,9,-604,1,3,5,1
3455,화덕370,피자,106800,10,18,5,3,2,2
3456,에잇비돌체,제과제빵,126300,8,-128,1,3,5,1
3457,비알씨디(BRCD),제과제빵,403800,42,-398,2,3,3,1
3458,봄초밥,일식,276100,9,299,3,3,3,4
3459,카사하라앤카츠,일식,121800,7,-457,2,3,5,1
3460,빙가,아이스크림/빙수,186250,10,-2660,2,3,0,1
3461,카페마조앤새디(CAFE,커피,109500,10,-323,1,3,5,1
3462,퍼주네국밥족발,한식,102350,8,1,4,3,5,2
3463,쌈싸무봤나김치찌개,한식,135667,10,512,4,3,2,5
3464,오래오래장충동왕족발보쌈,한식,28800,9,1132,3,3,4,5
3465,수생목,한식,170200,3,329,4,3,3,4
3466,돈발,분식,69320,10,87,2,3,1,3
3467,팔팔,한식,91100,3,-395,1,3,0,1
3468,한성집,한식,66570,5,-178,1,3,0,1
3469,울프치킨(WULF,치킨,22143,7,-125,1,3,0,1
3470,대민족,기타 외식,58300,4,21,5,3,5,2
3471,소들녘,한식,274900,11,148,4,3,5,4
3472,라이스팡,제과제빵,62200,11,255,4,3,4,4
3473,시로이돈까스,서양식,57200,6,-282,2,3,1,1
3474,류아저씨의화동갈비,한식,139200,9,368,3,3,4,5
3475,김마로,한식,52050,20,324,3,3,3,5
3476,팥이슈,제과제빵,107500,9,-758,1,3,0,1
3477,엉클인더키친,기타 외국식,96500,8,94,5,3,5,3
3478,베테랑바베큐,기타 외식,198000,10,35,2,3,3,2
3479,분식창고,분식,31900,4,329,4,3,0,4
3480,카쯔야(かつや),일식,331840,10,-7146,5,3,5,1
3481,경산한여사네,한식,95568,7,3,1,3,1,2
3482,괴물떡볶이,분식,39500,9,10,4,3,2,2
3483,참살이도시락,기타 외식,31800,7,-526,1,3,0,1
3484,컴온스테이크,기타 외식,68000,10,680,1,3,1,5
3485,삐사감러브스테이크,서양식,85800,16,33,4,3,4,2
3486,치킨영토,치킨,66900,8,70,5,3,5,3
3487,김창덕,기타 외식,113900,8,229,5,3,5,4
3488,서서떡볶이,분식,31900,12,2,3,3,1,2
3489,단수이대왕카스테라,제과제빵,65500,9,103,2,3,2,3
3490,성똘네,기타 외식,62400,7,-463,1,3,0,1
3491,아리아치킨,치킨,62700,13,67,4,3,3,3
3492,서가,기타 외식,101860,6,142,5,3,0,4
3493,티제이커피,커피,231300,11,1314,4,3,5,5
3494,아시안상회,기타 외국식,11600,4,77,5,3,5,3
3495,핵도그,패스트푸드,40050,7,196,3,3,2,4
3496,화산고,한식,81100,8,-161,1,3,1,1
3497,하이트비어플러스,주점,61400,15,-157,1,3,1,1
3498,아씨떡볶이,분식,72090,11,151,5,3,3,4
3499,신사동,한식,88185,8,31,3,3,5,2
3500,슈퍼오아시스,커피,134300,10,87,2,3,5,3
3501,원흥닭발통닭,치킨,46900,9,38,5,3,3,2
3502,춘천명동닭갈비,한식,84500,9,-103,5,3,0,1
3503,어명이요,한식,68450,10,47,2,3,1,2
3504,미스몽도시락,한식,12770,7,-144,1,3,0,1
3505,북해도목장,기타 외식,102150,7,292,4,3,5,4
3506,천두호의,중식,95750,8,-903,5,3,1,1
3507,아랑솥뚜껑,한식,38500,12,76,4,3,1,3
3508,족발팩토리,기타 외식,102300,3,614,3,3,0,5
3509,호-잇핫도그&커피,기타 외식,51270,8,-376,1,3,4,1
3510,오!유니통닭,치킨,62885,9,127,4,3,1,3
3511,고봉식,한식,85600,6,73,1,3,0,3
3512,치골미남,치킨,69500,7,56,1,3,0,3
3513,아삼륙구,기타 외식,58540,10,-118,5,3,1,1
3514,에이치,음료 (커피 외),76000,11,-164,1,3,2,1
3515,떡뽀이,분식,51600,13,12,5,3,4,2
3516,수앤미피자,피자,30050,10,672,4,3,1,5
3517,알라스카인제주,아이스크림/빙수,151900,8,459,1,3,4,5
3518,닭발먹은새우,한식,62500,8,-383,1,3,1,1
3519,뭐양,주점,186100,8,3,2,3,0,2
3520,카페보라,아이스크림/빙수,139850,8,-157,1,3,2,1
3521,호랑이초밥,기타 외식,85750,4,-198,1,3,0,1
3522,힐링초이스,커피,124850,10,1168,3,3,0,5
3523,제주in짬뽕,중식,93500,7,11,4,3,4,2
3524,육봉달333,기타 외식,110650,11,20,3,3,2,2
3525,덕소숯불고기,한식,166000,15,280,3,3,2,4
3526,연불국수,기타 외식,66600,11,82,3,3,5,3
3527,북해도카엔,일식,72040,13,-282,1,3,4,1
3528,세계에서,제과제빵,83370,15,147,5,3,4,4
3529,신일등제면소,분식,90000,9,187,2,3,1,4
3530,황칠가,음료 (커피 외),44820,13,17,2,3,2,2
3531,장충동일품,한식,73500,8,1212,3,3,5,5
3532,산주막,주점,379550,7,661,5,3,3,5
3533,알리바바치킨,치킨,69550,7,-204,2,3,4,1
3534,도네면가,분식,75700,9,-262,5,3,5,1
3535,더,커피,82850,8,-1284,2,3,5,1
3536,시민포차,주점,49500,7,165,3,3,0,4
3537,하몽하몽이베리코,기타 외식,111300,6,-123,1,3,0,1
3538,엘마노,서양식,109550,8,146,3,3,3,4
3539,따봉시래기,한식,108600,17,9,5,3,1,2
3540,요기인,분식,69100,15,15,5,3,3,2
3541,더나은마을회관,한식,157400,5,474,3,3,4,5
3542,신교령,한식,115000,9,-469,3,3,5,1
3543,강산면옥,한식,262031,18,20,2,3,2,2
3544,룰루스,제과제빵,260800,9,389,1,3,2,5
3545,크림바바,제과제빵,128750,8,142,5,3,0,4
3546,진복호,한식,129300,7,93,5,3,0,3
3547,오꾸꼬,치킨,53680,10,125,3,3,2,3
3548,메르밀,한식,132900,8,381,4,3,3,5
3549,달배뒷고기,한식,86235,7,-875,2,3,1,1
3550,오,서양식,136100,7,328,4,3,2,5
3551,마리왕,분식,46800,8,6,4,3,2,2
3552,뉴욕보틀,패스트푸드,57200,10,22,2,3,4,2
3553,봉대박찜닭,한식,166950,10,-210,4,3,2,1
3554,허성준보쌈,기타 외식,74300,9,657,2,3,2,5
3555,치덴,주점,55670,15,108,2,3,1,3
3556,착한전복,기타 외식,351500,11,287,3,3,2,4
3557,가마솥에빠진닭,치킨,47100,8,-262,1,3,5,1
3558,냠냠불삼겹,한식,40268,7,-253,1,3,5,1
3559,빨리시켜두마리치킨,치킨,50300,8,844,3,3,0,5
3560,청담미역,한식,186890,7,330,4,3,0,5
3561,옥동자치킨,치킨,63150,11,633,3,3,2,5
3562,삼합일,한식,176600,13,450,4,3,2,5
3563,방스만두,기타 외식,9700,8,546,1,3,2,5
3564,화봉동총각포차,기타 외식,72720,9,14,5,3,4,2
3565,까레몽,제과제빵,52850,10,297,4,3,4,5
3566,굽데이,한식,142250,9,319,3,3,3,5
3567,동수네통닭,치킨,67980,23,43,5,3,4,2
3568,치플스비어,주점,39100,10,143,4,3,1,4
3569,메밀의령소바,한식,111550,8,11,3,3,0,2
3570,등갈비달인,기타 외식,68100,8,76,4,3,4,3
3571,김미자당진아구동태찜탕,한식,133900,6,49,5,3,4,2
3572,드블랙홍콩,기타 외식,122570,9,24,1,3,0,2
3573,조선육개장38,한식,103750,8,52,4,3,2,2
3574,가리본가,한식,237150,9,63,5,3,2,3
3575,밥깨비,분식,32890,17,125,3,3,4,3
3576,랍스터파티,서양식,84200,8,-303,1,3,0,1
3577,황소에반하다,한식,100650,9,4306,1,3,2,5
3578,차뜨라므,커피,123900,7,-378,1,3,2,1
3579,쿡일레븐,한식,206450,9,87,1,3,3,3
3580,멜팅그릴,패스트푸드,55146,6,191,2,3,1,4
3581,착한짜장2900원,중식,126750,11,24,1,3,2,2
3582,초이스바다찜,한식,78980,9,5,5,3,3,2
3583,대통낙지,기타 외식,225600,9,68,1,3,0,3
3584,리트웨이(LITWAY),커피,88350,8,37,5,3,4,2
3585,주순자꼼장어,한식,49100,11,638,2,3,4,5
3586,카페,커피,38400,6,49,1,3,0,2
3587,해양산,한식,162268,8,725,2,3,3,5
3588,맵돈,한식,61500,10,214,4,3,2,4
3589,리라김밥,한식,48760,5,82,2,3,3,3
3590,라패,분식,50280,7,-300,2,3,5,1
3591,카페라리,커피,255400,9,1207,3,3,1,5
3592,쌀탄,한식,135870,18,-143,1,3,1,1
3593,삼육칠하우스,기타 외식,141075,9,-162,1,3,1,1
3594,꼬군쌀콩두마리치킨,치킨,27400,6,72,5,3,0,3
3595,조선갈비실록,한식,421500,23,-640,1,3,1,1
3596,프라임,커피,45210,6,-219,1,3,0,1
3597,김농부밥쉐프,한식,71750,10,-146,1,3,4,1
3598,이진태왕소금구이,한식,87800,8,21,5,3,4,2
3599,백하돼지생갈비,기타 외식,135350,6,1204,3,3,0,5
3600,국수장이,기타 외식,72100,9,147,1,3,0,4
3601,부들부들떡볶이,분식,59950,6,126,2,3,1,3
3602,서래통,기타 외식,107900,14,25,4,3,2,2
3603,피자알레,피자,62500,15,239,5,3,5,4
3604,청양,기타 외식,84447,12,45,5,3,5,2
3605,티희차(Teaheecha),음료 (커피 외),56350,6,-180,1,3,5,1
3606,이만구교동짬뽕,중식,167120,9,29,4,3,3,2
3607,돈갈비,한식,85050,12,250,3,3,5,4
3608,개집쌀롱,피자,72400,8,-292,1,3,5,1
3609,카페브라우니30(CAFE,커피,125572,7,-338,2,3,2,1
3610,종로냄비,기타 외식,113900,17,162,1,3,2,4
3611,마리김밥,분식,34900,11,72,5,3,4,3
3612,얌얌식빵,제과제빵,88000,7,22,1,3,5,2
3613,존쿡델리미트,기타 외국식,189480,9,-255,1,3,3,1
3614,남순남,한식,84500,9,272,4,3,4,4
3615,한일김밥,분식,47500,9,17,3,3,1,2
3616,국수향,분식,85940,9,570,1,3,5,5
3617,쌈브,한식,118300,6,81,2,3,0,3
3618,호미브래드(HOMYBREAD),제과제빵,51510,11,-492,1,3,2,1
3619,남와집,한식,107038,10,-556,1,3,1,1
3620,바네스,기타 외국식,264700,10,-565,1,3,2,1
3621,55번지라면,분식,97600,7,902,5,3,4,5
3622,육구비어,주점,47950,8,11,5,3,0,2
3623,우텐더,기타 외식,384100,5,27,4,3,2,2
3624,열매와믿음치킨,치킨,38500,11,0,4,3,1,2
3625,김군아떡볶이배달가자,분식,42470,6,-187,1,3,0,1
